Timestamp,Machine_ID,Run_ID,Mode,BENEFIT_TO_COST_RATIO,COST,NUM_IGSS,NUM_UC,NUM_D,NUM_ROUNDS,INITIAL_ENDOWMENT,ENDOWMENT_FRACTION,EXECUTION_ERROR_RATE,PERCEPTION_ERROR_RATE,POP_SIZE,MAX_GENS,PARSIMONY_TAX,CXPB,MUTPB,TOURNAMENT_SIZE,HOF_SIZE,INIT_METHOD,TREE_MIN_DEPTH,TREE_MAX_DEPTH,STATIC_DEPTH_LIMIT,SEED,CONFIG_GROUP,REPETITION,Best_Act_Raw,Best_Act_SymPy,Identified_Action,Best_Ass_Raw,Best_Ass_SymPy,Identified_Assessment,iGSS_Max_Fitness,iGSS_Avg_Fitness,UC_Fitness,D_Fitness,Control_Baseline
2026-05-04_09-01,Local_VSCode,DR3_Config_1_R1,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,10,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,3,17,42,Config_1,1,"mul(-1, -10)",10,Unconditional Cooperator (ALL-C),"add(DonorAction, 10)",DonorAction + 10,Paranoid (Remember Everyone),10.0,10.0,0.0,0.0,10.0
2026-05-04_09-01,Local_VSCode,DR3_Config_1_R2,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,10,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,3,17,43,Config_1,2,"add(10, PartnerInMemory)",PartnerInMemory + 10,Unconditional Cooperator (ALL-C),"add(DonorAction, DonorAction)",2*DonorAction,"Novel Mem: (True, True, False, False)",10.0,10.0,0.0,0.0,10.0
2026-05-04_09-01,Local_VSCode,DR3_Config_1_R3,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,10,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,3,17,44,Config_1,3,"add(10, PartnerInMemory)",PartnerInMemory + 10,Unconditional Cooperator (ALL-C),"add(10, 1)",11,Paranoid (Remember Everyone),10.0,9.0,0.0,0.0,10.0
2026-05-04_09-01,Local_VSCode,DR3_Config_1_R4,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,10,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,3,17,45,Config_1,4,"add(0, 1)",1,Unconditional Cooperator (ALL-C),"add(-10, -10)",-20,Amnesia (Remember No One),10.0,10.0,0.0,0.0,10.0
2026-05-04_09-01,Local_VSCode,DR3_Config_1_R5,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,10,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,3,17,46,Config_1,5,"mul(-10, -10)",100,Unconditional Cooperator (ALL-C),"add(DonorInMemory, DonorAction)",DonorAction + DonorInMemory,"Novel Mem: (True, True, True, False)",10.0,9.0,0.0,0.0,10.0
2026-05-04_09-01,Local_VSCode,DR3_Config_2_R1,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,10,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,10,17,1042,Config_2,1,"add(10, 10)",20,Unconditional Cooperator (ALL-C),"add(DonorInMemory, DonorInMemory)",2*DonorInMemory,Sticky Memory (Ignore actions entirely),10.0,9.0,0.0,0.0,10.0
2026-05-04_09-01,Local_VSCode,DR3_Config_2_R2,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,10,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,10,17,1043,Config_2,2,"mul(10, 10)",100,Unconditional Cooperator (ALL-C),"add(DonorAction, 1)",DonorAction + 1,Paranoid (Remember Everyone),10.0,8.0,0.0,0.0,10.0
2026-05-04_09-01,Local_VSCode,DR3_Config_2_R3,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,10,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,10,17,1044,Config_2,3,"sub(10, PartnerInMemory)",10 - PartnerInMemory,Unconditional Cooperator (ALL-C),"add(DonorAction, 0)",DonorAction,"Novel Mem: (True, True, False, False)",10.0,8.0,0.0,0.0,10.0
2026-05-04_09-01,Local_VSCode,DR3_Config_2_R4,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,10,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,10,17,1045,Config_2,4,"sub(PartnerInMemory, -1)",PartnerInMemory + 1,Unconditional Cooperator (ALL-C),"add(0, DonorInMemory)",DonorInMemory,Sticky Memory (Ignore actions entirely),10.0,10.0,0.0,0.0,10.0
2026-05-04_09-01,Local_VSCode,DR3_Config_2_R5,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,10,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,10,17,1046,Config_2,5,"add(10, PartnerInMemory)",PartnerInMemory + 10,Unconditional Cooperator (ALL-C),"sub(DonorInMemory, DonorInMemory)",0,Amnesia (Remember No One),10.0,9.0,0.0,0.0,10.0
2026-05-04_09-01,Local_VSCode,DR3_Config_3_R1,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,10,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,3,17,2042,Config_3,1,"mul(-1, -1)",1,Unconditional Cooperator (ALL-C),"mul(DonorInMemory, DonorInMemory)",DonorInMemory**2,Sticky Memory (Ignore actions entirely),10.0,7.0,0.0,0.0,10.0
2026-05-04_09-01,Local_VSCode,DR3_Config_3_R2,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,10,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,3,17,2043,Config_3,2,"add(PartnerInMemory, 10)",PartnerInMemory + 10,Unconditional Cooperator (ALL-C),"mul(DonorInMemory, DonorAction)",DonorAction*DonorInMemory,"Novel Mem: (True, False, False, False)",10.0,10.0,0.0,0.0,10.0
2026-05-04_09-01,Local_VSCode,DR3_Config_3_R3,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,10,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,3,17,2044,Config_3,3,"mul(1, 10)",10,Unconditional Cooperator (ALL-C),"mul(DonorInMemory, 0)",0,Amnesia (Remember No One),10.0,8.0,0.0,0.0,10.0
2026-05-04_09-01,Local_VSCode,DR3_Config_3_R4,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,10,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,3,17,2045,Config_3,4,"add(1, 1)",2,Unconditional Cooperator (ALL-C),"sub(DonorAction, DonorAction)",0,Amnesia (Remember No One),10.0,10.0,0.0,0.0,10.0
2026-05-04_09-01,Local_VSCode,DR3_Config_3_R5,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,10,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,3,17,2046,Config_3,5,"sub(10, -1)",11,Unconditional Cooperator (ALL-C),"sub(10, 10)",0,Amnesia (Remember No One),10.0,9.0,0.0,0.0,10.0
2026-05-04_09-01,Local_VSCode,DR3_Config_4_R1,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,10,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,10,17,3042,Config_4,1,"sub(10, PartnerInMemory)",10 - PartnerInMemory,Unconditional Cooperator (ALL-C),"mul(DonorInMemory, DonorAction)",DonorAction*DonorInMemory,"Novel Mem: (True, False, False, False)",10.0,7.0,0.0,0.0,10.0
2026-05-04_09-01,Local_VSCode,DR3_Config_4_R2,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,10,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,10,17,3043,Config_4,2,"sub(PartnerInMemory, -1)",PartnerInMemory + 1,Unconditional Cooperator (ALL-C),"sub(-10, -10)",0,Amnesia (Remember No One),10.0,10.0,0.0,0.0,10.0
2026-05-04_09-01,Local_VSCode,DR3_Config_4_R3,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,10,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,10,17,3044,Config_4,3,"sub(PartnerInMemory, -10)",PartnerInMemory + 10,Unconditional Cooperator (ALL-C),"sub(0, DonorAction)",-DonorAction,Amnesia (Remember No One),10.0,6.0,0.0,0.0,10.0
2026-05-04_09-01,Local_VSCode,DR3_Config_4_R4,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,10,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,10,17,3045,Config_4,4,"add(10, 0)",10,Unconditional Cooperator (ALL-C),"mul(DonorAction, DonorAction)",DonorAction**2,"Novel Mem: (True, True, False, False)",10.0,10.0,0.0,0.0,10.0
2026-05-04_09-01,Local_VSCode,DR3_Config_4_R5,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,10,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,10,17,3046,Config_4,5,"mul(1, 10)",10,Unconditional Cooperator (ALL-C),"sub(10, DonorAction)",10 - DonorAction,Paranoid (Remember Everyone),10.0,9.0,0.0,0.0,10.0
2026-05-04_09-01,Local_VSCode,DR3_Config_5_R1,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,100,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,3,17,4042,Config_5,1,"add(10, PartnerInMemory)",PartnerInMemory + 10,Unconditional Cooperator (ALL-C),"sub(10, DonorAction)",10 - DonorAction,Paranoid (Remember Everyone),10.0,9.41,0.0,0.0,10.0
2026-05-04_09-01,Local_VSCode,DR3_Config_5_R2,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,100,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,3,17,4043,Config_5,2,"sub(10, PartnerInMemory)",10 - PartnerInMemory,Unconditional Cooperator (ALL-C),"add(DonorInMemory, DonorInMemory)",2*DonorInMemory,Sticky Memory (Ignore actions entirely),10.0,8.4,0.0,0.0,10.0
2026-05-04_09-01,Local_VSCode,DR3_Config_5_R3,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,100,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,3,17,4044,Config_5,3,"sub(PartnerInMemory, -1)",PartnerInMemory + 1,Unconditional Cooperator (ALL-C),"sub(DonorInMemory, DonorAction)",-DonorAction + DonorInMemory,"Novel Mem: (False, False, True, False)",10.0,9.6,0.0,0.0,10.0
2026-05-04_09-01,Local_VSCode,DR3_Config_5_R4,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,100,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,3,17,4045,Config_5,4,"sub(10, PartnerInMemory)",10 - PartnerInMemory,Unconditional Cooperator (ALL-C),"sub(DonorInMemory, -10)",DonorInMemory + 10,Paranoid (Remember Everyone),10.0,8.14,0.0,0.0,10.0
2026-05-04_09-02,Local_VSCode,DR3_Config_5_R5,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,100,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,3,17,4046,Config_5,5,"mul(-1, -10)",10,Unconditional Cooperator (ALL-C),"mul(-1, DonorAction)",-DonorAction,Amnesia (Remember No One),10.0,9.8,0.0,0.0,10.0
2026-05-04_09-02,Local_VSCode,DR3_Config_6_R1,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,100,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,10,17,5042,Config_6,1,"sub(10, -1)",11,Unconditional Cooperator (ALL-C),"sub(DonorAction, -1)",DonorAction + 1,Paranoid (Remember Everyone),10.0,9.5,0.0,0.0,10.0
2026-05-04_09-02,Local_VSCode,DR3_Config_6_R2,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,100,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,10,17,5043,Config_6,2,"mul(10, 10)",100,Unconditional Cooperator (ALL-C),"sub(DonorAction, 10)",DonorAction - 10,Amnesia (Remember No One),10.0,8.58,0.0,0.0,10.0
2026-05-04_09-02,Local_VSCode,DR3_Config_6_R3,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,100,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,10,17,5044,Config_6,3,"add(10, -1)",9,Unconditional Cooperator (ALL-C),"sub(10, -1)",11,Paranoid (Remember Everyone),10.0,9.5,0.0,0.0,10.0
2026-05-04_09-02,Local_VSCode,DR3_Config_6_R4,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,100,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,10,17,5045,Config_6,4,"add(PartnerInMemory, 1)",PartnerInMemory + 1,Unconditional Cooperator (ALL-C),"mul(DonorAction, DonorAction)",DonorAction**2,"Novel Mem: (True, True, False, False)",10.0,9.8,0.0,0.0,10.0
2026-05-04_09-02,Local_VSCode,DR3_Config_6_R5,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,100,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,10,17,5046,Config_6,5,"add(10, PartnerInMemory)",PartnerInMemory + 10,Unconditional Cooperator (ALL-C),"add(DonorAction, DonorAction)",2*DonorAction,"Novel Mem: (True, True, False, False)",10.0,9.5,0.0,0.0,10.0
2026-05-04_09-02,Local_VSCode,DR3_Config_7_R1,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,100,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,3,17,6042,Config_7,1,"sub(PartnerInMemory, -1)",PartnerInMemory + 1,Unconditional Cooperator (ALL-C),"add(-10, DonorInMemory)",DonorInMemory - 10,Amnesia (Remember No One),10.0,7.6,0.0,0.0,10.0
2026-05-04_09-02,Local_VSCode,DR3_Config_7_R2,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,100,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,3,17,6043,Config_7,2,"add(10, 0)",10,Unconditional Cooperator (ALL-C),"mul(DonorAction, DonorAction)",DonorAction**2,"Novel Mem: (True, True, False, False)",10.0,9.3,0.0,0.0,10.0
2026-05-04_09-03,Local_VSCode,DR3_Config_7_R3,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,100,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,3,17,6044,Config_7,3,"add(PartnerInMemory, 10)",PartnerInMemory + 10,Unconditional Cooperator (ALL-C),"mul(1, DonorAction)",DonorAction,"Novel Mem: (True, True, False, False)",10.0,9.9,0.0,0.0,10.0
2026-05-04_09-03,Local_VSCode,DR3_Config_7_R4,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,100,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,3,17,6045,Config_7,4,"mul(-1, -1)",1,Unconditional Cooperator (ALL-C),"mul(DonorInMemory, DonorAction)",DonorAction*DonorInMemory,"Novel Mem: (True, False, False, False)",10.0,9.6,0.0,0.0,10.0
2026-05-04_09-03,Local_VSCode,DR3_Config_7_R5,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,100,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,3,17,6046,Config_7,5,"sub(1, PartnerInMemory)",1 - PartnerInMemory,Tit-for-Tat,"mul(DonorAction, DonorInMemory)",DonorAction*DonorInMemory,"Novel Mem: (True, False, False, False)",10.0,8.61,0.0,0.0,10.0
2026-05-04_09-03,Local_VSCode,DR3_Config_8_R1,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,100,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,10,17,7042,Config_8,1,"add(1, PartnerInMemory)",PartnerInMemory + 1,Unconditional Cooperator (ALL-C),"add(DonorInMemory, DonorInMemory)",2*DonorInMemory,Sticky Memory (Ignore actions entirely),10.0,9.74,0.0,0.0,10.0
2026-05-04_09-03,Local_VSCode,DR3_Config_8_R2,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,100,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,10,17,7043,Config_8,2,"add(PartnerInMemory, 10)",PartnerInMemory + 10,Unconditional Cooperator (ALL-C),"add(-10, DonorAction)",DonorAction - 10,Amnesia (Remember No One),10.0,9.6,0.0,0.0,10.0
2026-05-04_09-03,Local_VSCode,DR3_Config_8_R3,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,100,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,10,17,7044,Config_8,3,"add(PartnerInMemory, 10)",PartnerInMemory + 10,Unconditional Cooperator (ALL-C),"sub(DonorInMemory, DonorAction)",-DonorAction + DonorInMemory,"Novel Mem: (False, False, True, False)",10.0,9.8,0.0,0.0,10.0
2026-05-04_09-03,Local_VSCode,DR3_Config_8_R4,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,100,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,10,17,7045,Config_8,4,"sub(10, PartnerInMemory)",10 - PartnerInMemory,Unconditional Cooperator (ALL-C),"sub(DonorAction, DonorAction)",0,Amnesia (Remember No One),10.0,9.3,0.0,0.0,10.0
2026-05-04_09-04,Local_VSCode,DR3_Config_8_R5,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,10,1,0.5,0.0,0.0,100,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,10,17,7046,Config_8,5,"sub(PartnerInMemory, -1)",PartnerInMemory + 1,Unconditional Cooperator (ALL-C),"add(-10, DonorAction)",DonorAction - 10,Amnesia (Remember No One),10.0,9.6,0.0,0.0,10.0
2026-05-04_09-04,Local_VSCode,DR3_Config_9_R1,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,100,1,0.5,0.0,0.0,10,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,3,17,8042,Config_9,1,"add(1, PartnerInMemory)",PartnerInMemory + 1,Unconditional Cooperator (ALL-C),"add(1, 10)",11,Paranoid (Remember Everyone),100.0,100.0,0.0,0.0,100.0
2026-05-04_09-04,Local_VSCode,DR3_Config_9_R2,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,100,1,0.5,0.0,0.0,10,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,3,17,8043,Config_9,2,"sub(10, PartnerInMemory)",10 - PartnerInMemory,Unconditional Cooperator (ALL-C),"add(DonorInMemory, DonorAction)",DonorAction + DonorInMemory,"Novel Mem: (True, True, True, False)",100.0,70.0,0.0,0.0,100.0
2026-05-04_09-04,Local_VSCode,DR3_Config_9_R3,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,100,1,0.5,0.0,0.0,10,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,3,17,8044,Config_9,3,"mul(-10, -10)",100,Unconditional Cooperator (ALL-C),"mul(DonorAction, -10)",-10*DonorAction,Amnesia (Remember No One),100.0,90.0,0.0,0.0,100.0
2026-05-04_09-04,Local_VSCode,DR3_Config_9_R4,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,100,1,0.5,0.0,0.0,10,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,3,17,8045,Config_9,4,"sub(1, 0)",1,Unconditional Cooperator (ALL-C),"sub(DonorAction, DonorAction)",0,Amnesia (Remember No One),100.0,80.0,0.0,0.0,100.0
2026-05-04_09-04,Local_VSCode,DR3_Config_9_R5,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,100,1,0.5,0.0,0.0,10,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,3,17,8046,Config_9,5,"mul(10, 10)",100,Unconditional Cooperator (ALL-C),"mul(-10, 10)",-100,Amnesia (Remember No One),100.0,100.0,0.0,0.0,100.0
2026-05-04_09-04,Local_VSCode,DR3_Config_10_R1,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,100,1,0.5,0.0,0.0,10,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,10,17,9042,Config_10,1,"sub(1, PartnerInMemory)",1 - PartnerInMemory,Tit-for-Tat,"add(DonorInMemory, -1)",DonorInMemory - 1,Amnesia (Remember No One),100.0,100.0,0.0,0.0,100.0
2026-05-04_09-04,Local_VSCode,DR3_Config_10_R2,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,100,1,0.5,0.0,0.0,10,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,10,17,9043,Config_10,2,"sub(1, PartnerInMemory)",1 - PartnerInMemory,Tit-for-Tat,"sub(0, DonorInMemory)",-DonorInMemory,Amnesia (Remember No One),100.0,80.0,0.0,0.0,100.0
2026-05-04_09-04,Local_VSCode,DR3_Config_10_R3,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,100,1,0.5,0.0,0.0,10,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,10,17,9044,Config_10,3,"sub(10, 1)",9,Unconditional Cooperator (ALL-C),"sub(-1, DonorInMemory)",-DonorInMemory - 1,Amnesia (Remember No One),100.0,80.0,0.0,0.0,100.0
2026-05-04_09-05,Local_VSCode,DR3_Config_10_R4,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,100,1,0.5,0.0,0.0,10,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,10,17,9045,Config_10,4,"sub(10, PartnerInMemory)",10 - PartnerInMemory,Unconditional Cooperator (ALL-C),"mul(DonorAction, -10)",-10*DonorAction,Amnesia (Remember No One),100.0,100.0,0.0,0.0,100.0
2026-05-04_09-05,Local_VSCode,DR3_Config_10_R5,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,100,1,0.5,0.0,0.0,10,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,10,17,9046,Config_10,5,"sub(1, -1)",2,Unconditional Cooperator (ALL-C),"sub(DonorInMemory, DonorAction)",-DonorAction + DonorInMemory,"Novel Mem: (False, False, True, False)",100.0,80.0,0.0,0.0,100.0
2026-05-04_09-05,Local_VSCode,DR3_Config_11_R1,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,100,1,0.5,0.0,0.0,10,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,3,17,10042,Config_11,1,"sub(1, PartnerInMemory)",1 - PartnerInMemory,Tit-for-Tat,"add(-1, DonorInMemory)",DonorInMemory - 1,Amnesia (Remember No One),100.0,70.0,0.0,0.0,100.0
2026-05-04_09-05,Local_VSCode,DR3_Config_11_R2,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,100,1,0.5,0.0,0.0,10,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,3,17,10043,Config_11,2,"add(1, PartnerInMemory)",PartnerInMemory + 1,Unconditional Cooperator (ALL-C),"mul(0, DonorAction)",0,Amnesia (Remember No One),100.0,80.0,0.0,0.0,100.0
2026-05-04_09-05,Local_VSCode,DR3_Config_11_R3,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,100,1,0.5,0.0,0.0,10,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,3,17,10044,Config_11,3,"sub(10, 0)",10,Unconditional Cooperator (ALL-C),"add(DonorAction, DonorInMemory)",DonorAction + DonorInMemory,"Novel Mem: (True, True, True, False)",100.0,100.0,0.0,0.0,100.0
2026-05-04_09-05,Local_VSCode,DR3_Config_11_R4,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,100,1,0.5,0.0,0.0,10,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,3,17,10045,Config_11,4,"add(PartnerInMemory, 10)",PartnerInMemory + 10,Unconditional Cooperator (ALL-C),"mul(DonorAction, DonorAction)",DonorAction**2,"Novel Mem: (True, True, False, False)",100.0,70.0,0.0,0.0,100.0
2026-05-04_09-05,Local_VSCode,DR3_Config_11_R5,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,100,1,0.5,0.0,0.0,10,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,3,17,10046,Config_11,5,"add(10, -1)",9,Unconditional Cooperator (ALL-C),"add(-10, DonorAction)",DonorAction - 10,Amnesia (Remember No One),100.0,80.0,0.0,0.0,100.0
2026-05-04_09-05,Local_VSCode,DR3_Config_12_R1,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,100,1,0.5,0.0,0.0,10,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,10,17,11042,Config_12,1,"sub(10, 0)",10,Unconditional Cooperator (ALL-C),"add(DonorAction, 10)",DonorAction + 10,Paranoid (Remember Everyone),100.0,80.0,0.0,0.0,100.0
2026-05-04_09-05,Local_VSCode,DR3_Config_12_R2,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,100,1,0.5,0.0,0.0,10,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,10,17,11043,Config_12,2,"sub(10, PartnerInMemory)",10 - PartnerInMemory,Unconditional Cooperator (ALL-C),"mul(-1, DonorAction)",-DonorAction,Amnesia (Remember No One),100.0,99.12,0.0,0.0,100.0
2026-05-04_09-05,Local_VSCode,DR3_Config_12_R3,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,100,1,0.5,0.0,0.0,10,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,10,17,11044,Config_12,3,"mul(-1, -1)",1,Unconditional Cooperator (ALL-C),"add(DonorAction, DonorAction)",2*DonorAction,"Novel Mem: (True, True, False, False)",100.0,100.0,0.0,0.0,100.0
2026-05-04_09-05,Local_VSCode,DR3_Config_12_R4,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,100,1,0.5,0.0,0.0,10,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,10,17,11045,Config_12,4,"mul(10, 1)",10,Unconditional Cooperator (ALL-C),"sub(DonorAction, DonorAction)",0,Amnesia (Remember No One),100.0,90.0,0.0,0.0,100.0
2026-05-04_09-05,Local_VSCode,DR3_Config_12_R5,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,100,1,0.5,0.0,0.0,10,100,0.5,0.5,0.2,3,1,genHalfAndHalf,1,10,17,11046,Config_12,5,"sub(0, -1)",1,Unconditional Cooperator (ALL-C),"mul(-1, DonorInMemory)",-DonorInMemory,Amnesia (Remember No One),100.0,80.0,0.0,0.0,100.0
2026-05-04_09-06,Local_VSCode,DR3_Config_13_R1,Direct Reciprocity Mode 3 (Co-Evolution),2,1,10,0,0,100,1,0.5,0.0,0.0,100,100,0.1,0.5,0.2,3,1,genHalfAndHalf,1,3,17,12042,Config_13,1,"sub(PartnerInMemory, -1)",PartnerInMemory + 1,Unconditional Cooperator (ALL-C),"add(-10, DonorAction)",DonorAction - 10,Amnesia (Remember No One),100.0,83.52,0.0,0.0,100.0
